0,1,2
YPA105,Mid-Size Jet,1947
ATU836,Narrow Body Aircraft,1967
CFN786,Turboprop Aircraft,1929
ROU815,Regional Jet,1926
CKS428,Light Jet,1968
SWS982,Jumbo Jet,1912
LUD280,Mid-Size Jet,1965
SKO416,Light Jet,1981
LVV891,Light Jet,1948
LKC960,Narrow Body Aircraft,1998
HQI883,Airbus,1935
IZF199,Wide Body Airliners,1913
VQD169,Airbus,2017
NBO601,Airbus,1937
XKD390,Commuter liner,2015
BRV249,Turboprop Aircraft,1999
YAQ442,Turboprop Aircraft,1966
HYD876,Regional Jet,2018
ZCH196,Piston Aircraft,1935
BCI542,Regional Jet,1921
MRQ234,Mid-Size Jet,1996
VEI654,Narrow Body Aircraft,1920
GXN887,Regional Jet,1984
ROP565,Mid-Size Jet,1971
MEL589,Turboprop Aircraft,1984
AIL645,Regional Jet,1940
QGV883,Commuter liner,1947
UTW444,Jumbo Jet,1919
XZE237,Turboprop Aircraft,1920
EWE124,Airbus,2001
LFW509,Wide Body Airliners,1982
PKT951,Mid-Size Jet,1987
MQF623,Piston Aircraft,1959
ZXE400,Commuter liner,2018
EYK613,Narrow Body Aircraft,2015
EXE411,Turboprop Aircraft,1926
TQN854,Turboprop Aircraft,1949
NBT979,Airbus,1990
UUH254,Regional Jet,1987
YEU981,Regional Jet,1961
ZZD514,Mid-Size Jet,1950
XVI582,Wide Body Airliners,1965
VWL935,Regional,2007
ZQE902,Mid-Size Jet,1916
LRG537,Turboprop Aircraft,2014
WMU319,Turboprop Aircraft,1955
QQW963,Regional,1987
RAO220,Turboprop Aircraft,2012
VEI878,Airbus,1941
VLP255,Commuter liner,1962
OGT927,Commuter liner,2012
QSY753,Commuter liner,1995
XMA831,Regional Jet,1935
JLM300,Jumbo Jet,2012
NNI231,Turboprop Aircraft,1917
JLZ143,Mid-Size Jet,1996
UCO292,Jumbo Jet,2010
DDB991,Regional,2013
XIY130,Airbus,1989
OOJ170,Piston Aircraft,2000
YWS279,Light Jet,1984
LUX293,Piston Aircraft,1973
AAC438,Jumbo Jet,1954
YBW757,Regional Jet,1969
RNW347,Piston Aircraft,1989
NDK812,Narrow Body Aircraft,1989
GXH196,Jumbo Jet,1962
MUH834,Turboprop Aircraft,1939
EQT824,Airbus,1956
BPT296,Narrow Body Aircraft,1966
GIP375,Turboprop Aircraft,1929
TGZ709,Narrow Body Aircraft,1984
YCC665,Jumbo Jet,1985
YPG494,Turboprop Aircraft,1926
PDH657,Commuter liner,1970
ABL537,Regional,2017
SVK352,Regional,1963
QOU250,Wide Body Airliners,1961
HTW979,Commuter liner,1952
AND781,Mid-Size Jet,1977
MCV207,Piston Aircraft,1918
MHY671,Light Jet,2013
ASC141,Narrow Body Aircraft,1939
QRN525,Jumbo Jet,1928
NUW148,Piston Aircraft,1987
STX410,Regional,1958
GVT102,Airbus,1955
ABC833,Narrow Body Aircraft,1996
FCN643,Regional Jet,1927
ATD981,Wide Body Airliners,1947
IQX645,Narrow Body Aircraft,1969
QJP548,Light Jet,1957
QAB217,Airbus,1924
SNU490,Turboprop Aircraft,2008
DVU342,Light Jet,1951
DQC518,Jumbo Jet,1911
WNX846,Airbus,1966
MVP626,Piston Aircraft,1924
XFR597,Wide Body Airliners,1913
VRG104,Turboprop Aircraft,1960
IGN774,Jumbo Jet,1935
PSF283,Commuter liner,1921
EER264,Mid-Size Jet,2003
DAD925,Jumbo Jet,1966
NVD714,Light Jet,1960
KUX896,Light Jet,2016
IBS421,Regional,1946
BZC981,Airbus,1928
GWE525,Narrow Body Aircraft,1959
ZRG652,Turboprop Aircraft,1917
IGR271,Jumbo Jet,2000
MHR290,Jumbo Jet,2001
MIH260,Airbus,1969
JMF964,Piston Aircraft,1967
YJC888,Turboprop Aircraft,1920
YEY482,Regional,1933
OIP397,Wide Body Airliners,2001
OTR909,Jumbo Jet,1985
JHV267,Narrow Body Aircraft,1991
LGU839,Wide Body Airliners,1960
VKT635,Turboprop Aircraft,2006
LAC740,Mid-Size Jet,1967
UBM771,Jumbo Jet,2012
UGV330,Narrow Body Aircraft,2007
PJA493,Jumbo Jet,1915
PDZ614,Airbus,2015
BOM425,Airbus,1987
XKU855,Turboprop Aircraft,1932
QAY742,Wide Body Airliners,1938
LNB942,Jumbo Jet,1943
INR513,Commuter liner,1948
VLL159,Light Jet,1917
QZS377,Light Jet,1971
LBX747,Turboprop Aircraft,1926
YMK691,Turboprop Aircraft,1983
UMJ980,Regional,1927
RWX939,Regional,1935
RDR675,Mid-Size Jet,1993
MYX364,Airbus,1915
VHO474,Mid-Size Jet,1954
XYB731,Commuter liner,1965
JRE214,Narrow Body Aircraft,1942
IKP927,Airbus,1943
GSW231,Regional Jet,1965
KIZ754,Light Jet,2002
LAJ480,Airbus,1951
VTY236,Turboprop Aircraft,1990
HIW972,Light Jet,2002
PIY838,Piston Aircraft,1985
XTL775,Mid-Size Jet,1973
IAQ169,Mid-Size Jet,1938
AFS996,Narrow Body Aircraft,1917
ETW789,Jumbo Jet,1920
