0,1,2,3,4,5,6,7,8,9
LON-GDA,CZZ946,2020-11-21 03:15:34,2020-11-21 04:57:52,2020-11-21 02:19:52,2020-11-21 00:43:34,,192,ekonomiczna,CID00066
GDA-RZY,PIG739,2018-05-21 22:40:32,2018-05-22 00:28:23,2018-05-21 22:05:23,2018-05-21 20:21:32,,179,biznesowa,CID00055
POZ-GDA,KMG893,2020-09-15 15:03:03,2020-09-15 15:22:25,2020-09-15 15:04:25,2020-09-15 14:45:03,,58,ekonomiczna,CID00059
GDA-BRU,YPA105,2019-12-01 20:25:05,2019-12-01 21:44:30,2019-12-01 21:29:30,2019-12-01 20:20:05,YPA105-AKG739-CCL,45,zwykła,CID00058
GDA-LUB,FWV523,2019-06-05 14:05:58,2019-06-05 15:28:17,2019-06-05 11:07:17,2019-06-05 09:54:58,,291,ekonomiczna,CID00032
GDA-LON,GBG324,2020-08-30 06:37:36,2020-08-30 08:17:02,2020-08-30 07:51:02,2020-08-30 06:21:36,,56,biznesowa,CID00079
LON-GDA,MXV308,2018-06-13 06:27:31,2018-06-13 08:15:49,2018-06-13 04:49:49,2018-06-13 03:13:31,,234,zwykła,CID00017
GDA-RZY,VJD545,2020-08-26 03:10:24,2020-08-26 05:08:15,2020-08-26 02:54:15,2020-08-26 01:10:24,,160,biznesowa,CID00085
GDA-BRU,XWP567,2019-09-19 01:49:08,2019-09-19 03:00:33,2019-09-19 01:59:33,2019-09-19 00:50:08,,99,biznesowa,CID00024
BRU-GDA,ZAR848,2018-05-04 17:29:56,2018-05-04 18:49:41,2018-05-04 17:44:41,2018-05-04 16:28:56,,101,ekonomiczna,CID00066
GDA-LUB,RIC709,2018-07-06 16:47:36,2018-07-06 18:09:55,2018-07-06 16:57:55,2018-07-06 15:45:36,,102,ekonomiczna,CID00045
GDA-BRU,ZAR848,2020-07-05 21:24:56,2020-07-05 22:48:21,2020-07-05 22:13:21,2020-07-05 21:03:56,,61,biznesowa,CID00087
LON-GDA,PZN277,2020-01-13 18:40:11,2020-01-13 20:29:29,2020-01-13 17:16:29,2020-01-13 15:40:11,,220,biznesowa,CID00095
GDA-RZY,RWL118,2019-09-14 21:47:05,2019-09-14 23:41:56,2019-09-14 20:59:56,2019-09-14 19:16:05,,191,biznesowa,CID00052
BRU-GDA,ZIA282,2019-07-21 05:20:47,2019-07-21 06:46:32,2019-07-21 04:03:32,2019-07-21 02:47:47,,193,ekonomiczna,CID00005
LUB-GDA,LPR283,2020-12-03 10:49:20,2020-12-03 12:13:45,2020-12-03 11:51:45,2020-12-03 10:38:20,,51,biznesowa,CID00012
POZ-GDA,TLU612,2020-12-19 07:41:27,2020-12-19 08:02:49,2020-12-19 05:24:49,2020-12-19 05:05:27,,196,biznesowa,CID00033
POZ-GDA,EWQ632,2019-07-12 07:31:12,2019-07-12 07:53:34,2019-07-12 05:32:34,2019-07-12 05:13:12,,178,ekonomiczna,CID00045
LON-GDA,ATU836,2019-05-13 23:52:27,2019-05-14 01:32:45,2019-05-13 22:14:45,2019-05-13 20:38:27,,234,biznesowa,CID00001
GDA-LUB,AKX884,2019-06-08 07:40:38,2019-06-08 08:54:57,2019-06-08 08:15:57,2019-06-08 07:03:38,AKX884-CFN786-PRE,77,ekonomiczna,CID00021
BRU-GDA,AKX884,2020-03-28 00:34:06,2020-03-28 01:56:51,2020-03-27 23:00:51,2020-03-27 21:45:06,,209,zwykła,CID00070
LON-GDA,LPR283,2020-09-08 03:30:29,2020-09-08 05:08:47,2020-09-08 02:08:47,2020-09-08 00:32:29,,218,ekonomiczna,CID00089
GDA-LUB,HGN280,2018-06-06 22:11:16,2018-06-06 23:27:35,2018-06-06 21:48:35,2018-06-06 20:36:16,,135,ekonomiczna,CID00030
GDA-LUB,ZVJ831,2018-05-06 06:36:51,2018-05-06 07:53:10,2018-05-06 05:56:10,2018-05-06 04:43:51,,153,zwykła,CID00046
GDA-LUB,JMW164,2019-05-21 14:01:15,2019-05-21 15:24:34,2019-05-21 13:13:34,2019-05-21 12:01:15,,160,biznesowa,CID00091
POZ-GDA,HTN138,2019-10-05 04:51:29,2019-10-05 05:15:51,2019-10-05 04:07:51,2019-10-05 03:48:29,,103,ekonomiczna,CID00093
POZ-GDA,IWY259,2019-10-11 19:32:42,2019-10-11 19:54:04,2019-10-11 17:47:04,2019-10-11 17:27:42,,165,biznesowa,CID00073
LUB-GDA,LPR283,2020-09-05 04:22:28,2020-09-05 05:35:53,2020-09-05 05:28:53,2020-09-05 04:15:28,LPR283-HGV108-CAC,47,biznesowa,CID00085
GDA-LUB,HTN138,2018-05-08 07:39:20,2018-05-08 08:55:39,2018-05-08 08:37:39,2018-05-08 07:25:20,,54,biznesowa,CID00060
GDA-BRU,DCQ505,2020-01-22 09:50:35,2020-01-22 11:05:00,2020-01-22 06:50:00,2020-01-22 05:40:35,,290,biznesowa,CID00043
GDA-LON,CZP500,2019-11-08 18:22:54,2019-11-08 19:54:20,2019-11-08 17:20:20,2019-11-08 15:50:54,,192,ekonomiczna,CID00082
POZ-GDA,RHA145,2019-03-20 10:08:01,2019-03-20 10:38:23,2019-03-20 09:41:23,2019-03-20 09:22:01,,86,zwykła,CID00098
GDA-LUB,RIC709,2020-02-22 10:54:52,2020-02-22 12:19:11,2020-02-22 11:26:11,2020-02-22 10:13:52,,81,ekonomiczna,CID00021
GDA-LON,HTF535,2018-06-14 11:13:46,2018-06-14 12:56:12,2018-06-14 10:18:12,2018-06-14 08:48:46,,185,zwykła,CID00095
GDA-RZY,IWY259,2019-08-25 00:52:48,2019-08-25 02:48:39,2019-08-25 01:48:39,2019-08-25 00:04:48,IWY259-HAZ826-NSL,88,zwykła,CID00049
GDA-RZY,ZIA282,2020-09-11 08:52:52,2020-09-11 10:40:43,2020-09-11 06:25:43,2020-09-11 04:41:52,,291,ekonomiczna,CID00002
GDA-LON,TGH391,2020-01-15 08:07:54,2020-01-15 09:51:20,2020-01-15 06:09:20,2020-01-15 04:39:54,,248,biznesowa,CID00024
GDA-LON,OTX822,2020-11-06 07:39:31,2020-11-06 09:18:57,2020-11-06 07:29:57,2020-11-06 06:00:31,,139,zwykła,CID00084
GDA-POZ,CSG301,2020-06-30 03:46:46,2020-06-30 04:12:28,2020-06-30 01:16:28,2020-06-30 00:58:46,,208,zwykła,CID00095
RZY-GDA,EKK256,2019-12-02 09:18:50,2019-12-02 11:10:59,2019-12-02 08:17:59,2019-12-02 06:35:50,,203,biznesowa,CID00073
LON-GDA,UFJ965,2019-08-19 23:03:02,2019-08-20 00:40:20,2019-08-19 22:10:20,2019-08-19 20:34:02,,189,zwykła,CID00038
GDA-LON,TOW837,2020-05-06 05:27:35,2020-05-06 07:05:01,2020-05-06 03:37:01,2020-05-06 02:07:35,,240,biznesowa,CID00030
BRU-GDA,XWP567,2018-03-28 09:15:11,2018-03-28 10:43:56,2018-03-28 09:48:56,2018-03-28 08:33:11,,82,ekonomiczna,CID00026
GDA-RZY,TEF351,2020-06-11 23:23:10,2020-06-12 01:07:01,2020-06-11 23:45:01,2020-06-11 22:01:10,,122,ekonomiczna,CID00031
GDA-RZY,BJF685,2018-12-19 16:06:20,2018-12-19 17:56:11,2018-12-19 14:23:11,2018-12-19 12:39:20,,247,biznesowa,CID00079
LON-GDA,YPA105,2018-09-19 09:51:41,2018-09-19 11:30:59,2018-09-19 08:08:59,2018-09-19 06:32:41,,239,zwykła,CID00026
GDA-LUB,RHA145,2018-11-22 12:50:13,2018-11-22 14:05:32,2018-11-22 09:47:32,2018-11-22 08:35:13,,295,biznesowa,CID00062
LON-GDA,OOH181,2019-05-08 04:06:27,2019-05-08 05:44:45,2019-05-08 04:07:45,2019-05-08 02:31:27,,135,biznesowa,CID00097
GDA-LON,HSA145,2020-10-06 00:48:39,2020-10-06 02:22:05,2020-10-06 00:03:05,2020-10-05 22:33:39,,175,zwykła,CID00021
BRU-GDA,KMG893,2020-03-13 00:40:32,2020-03-13 01:57:17,2020-03-12 22:21:17,2020-03-12 21:05:32,,255,biznesowa,CID00005
LON-GDA,JEN168,2018-08-08 18:34:37,2018-08-08 20:14:55,2018-08-08 16:29:55,2018-08-08 14:53:37,,261,biznesowa,CID00070
LUB-GDA,HPI901,2019-03-01 00:18:25,2019-03-01 01:43:50,2019-02-28 23:19:50,2019-02-28 22:06:25,,172,zwykła,CID00085
LON-GDA,MSU178,2019-01-09 10:46:36,2019-01-09 12:28:54,2019-01-09 11:36:54,2019-01-09 10:00:36,MSU178-ADQ817-PRA,86,ekonomiczna,CID00050
GDA-POZ,ATU836,2018-04-27 04:31:46,2018-04-27 04:51:28,2018-04-27 03:27:28,2018-04-27 03:09:46,,122,ekonomiczna,CID00084
LUB-GDA,HTF535,2019-10-29 20:53:26,2019-10-29 22:07:51,2019-10-29 18:20:51,2019-10-29 17:07:26,,266,ekonomiczna,CID00065
GDA-POZ,MSU178,2019-03-02 00:44:50,2019-03-02 01:10:32,2019-03-02 00:23:32,2019-03-02 00:05:50,,79,zwykła,CID00036
GDA-BRU,YPA105,2019-09-20 10:18:47,2019-09-20 11:34:12,2019-09-20 10:26:12,2019-09-20 09:16:47,,102,biznesowa,CID00078
LUB-GDA,DPO296,2020-09-23 15:38:21,2020-09-23 16:57:46,2020-09-23 15:40:46,2020-09-23 14:27:21,,111,biznesowa,CID00049
LON-GDA,HPI901,2018-09-18 14:41:11,2018-09-18 16:31:29,2018-09-18 12:47:29,2018-09-18 11:11:11,,250,biznesowa,CID00080
LUB-GDA,CZZ946,2020-11-01 11:40:49,2020-11-01 13:06:14,2020-11-01 10:37:14,2020-11-01 09:23:49,CZZ946-FFX619-ZWD,177,ekonomiczna,CID00040
GDA-POZ,JEN168,2018-05-10 06:07:13,2018-05-10 06:38:55,2018-05-10 03:54:55,2018-05-10 03:37:13,,190,biznesowa,CID00093
GDA-LUB,DAD546,2019-11-22 23:57:36,2019-11-23 01:12:55,2019-11-23 00:08:55,2019-11-22 22:56:36,,101,biznesowa,CID00037
GDA-LUB,BXN397,2018-05-11 23:50:20,2018-05-12 01:07:39,2018-05-11 23:02:39,2018-05-11 21:50:20,,160,zwykła,CID00049
POZ-GDA,OKA669,2020-05-06 09:51:10,2020-05-06 10:19:32,2020-05-06 08:14:32,2020-05-06 07:55:10,,156,zwykła,CID00002
BRU-GDA,EKK256,2020-09-10 06:24:48,2020-09-10 07:46:33,2020-09-10 06:33:33,2020-09-10 05:17:48,,107,zwykła,CID00056
LUB-GDA,XWP567,2018-06-20 15:52:00,2018-06-20 17:06:25,2018-06-20 14:11:25,2018-06-20 12:58:00,XWP567-WPH429-PLB,214,biznesowa,CID00026
POZ-GDA,CZP500,2019-07-19 20:32:23,2019-07-19 20:55:45,2019-07-19 16:49:45,2019-07-19 16:30:23,,282,zwykła,CID00026
GDA-LON,UPZ176,2019-09-29 04:48:50,2019-09-29 06:30:16,2019-09-29 04:41:16,2019-09-29 03:11:50,,137,biznesowa,CID00090
GDA-POZ,YQG797,2018-06-26 10:37:30,2018-06-26 10:56:12,2018-06-26 10:43:12,2018-06-26 10:25:30,,52,zwykła,CID00072
BRU-GDA,UTH218,2019-02-24 17:59:27,2019-02-24 19:15:12,2019-02-24 17:55:12,2019-02-24 16:39:27,,120,ekonomiczna,CID00093
GDA-BRU,YPA105,2020-11-22 14:46:26,2020-11-22 16:09:51,2020-11-22 12:38:51,2020-11-22 11:29:26,,237,zwykła,CID00018
GDA-LON,MSU178,2020-08-01 03:49:32,2020-08-01 05:25:58,2020-08-01 05:18:58,2020-08-01 03:49:32,,25,ekonomiczna,CID00080
GDA-LUB,VGS147,2019-12-31 17:15:18,2019-12-31 18:39:37,2019-12-31 16:54:37,2019-12-31 15:42:18,,133,zwykła,CID00081
GDA-LUB,HXG104,2019-06-21 23:16:44,2019-06-22 00:30:03,2019-06-21 22:45:03,2019-06-21 21:32:44,,144,biznesowa,CID00085
BRU-GDA,HGN280,2018-12-05 22:12:50,2018-12-05 23:42:35,2018-12-05 22:04:35,2018-12-05 20:48:50,,124,ekonomiczna,CID00096
LON-GDA,MSU178,2019-08-04 17:53:55,2019-08-04 19:41:13,2019-08-04 17:54:13,2019-08-04 16:17:55,MSU178-GBG324-BSM,136,biznesowa,CID00013
LUB-GDA,KMG893,2020-01-04 13:07:29,2020-01-04 14:26:54,2020-01-04 13:33:54,2020-01-04 12:20:29,,87,biznesowa,CID00024
LON-GDA,EHR562,2020-03-09 01:06:05,2020-03-09 02:51:23,2020-03-09 00:20:23,2020-03-08 22:44:05,,182,ekonomiczna,CID00086
POZ-GDA,UTH218,2019-06-27 20:13:42,2019-06-27 20:35:04,2019-06-27 18:37:04,2019-06-27 18:17:42,,156,ekonomiczna,CID00099
GDA-RZY,PKY311,2019-05-17 07:23:28,2019-05-17 09:18:19,2019-05-17 08:00:19,2019-05-17 06:16:28,,107,ekonomiczna,CID00035
GDA-LUB,DCQ505,2020-03-23 15:48:07,2020-03-23 17:05:26,2020-03-23 12:42:26,2020-03-23 11:30:07,,298,zwykła,CID00057
GDA-LUB,UTH218,2018-04-29 09:53:46,2018-04-29 11:15:05,2018-04-29 09:56:05,2018-04-29 08:43:46,,110,zwykła,CID00039
GDA-LON,OKA669,2018-07-17 15:48:06,2018-07-17 17:29:32,2018-07-17 14:47:32,2018-07-17 13:18:06,,190,zwykła,CID00026
LON-GDA,VGS147,2018-01-08 18:01:28,2018-01-08 19:38:46,2018-01-08 15:43:46,2018-01-08 14:07:28,,274,biznesowa,CID00026
RZY-GDA,DAD546,2018-12-24 05:27:19,2018-12-24 07:19:28,2018-12-24 05:21:28,2018-12-24 03:39:19,DAD546-PKY311-TGZ,148,zwykła,CID00036
LON-GDA,LPR283,2018-08-09 02:18:36,2018-08-09 04:01:54,2018-08-09 03:10:54,2018-08-09 01:34:36,,84,biznesowa,CID00004
LUB-GDA,TEF351,2020-07-08 05:37:29,2020-07-08 06:51:54,2020-07-08 03:45:54,2020-07-08 02:32:29,,225,ekonomiczna,CID00043
RZY-GDA,GRN416,2019-09-06 01:55:25,2019-09-06 03:43:34,2019-09-06 02:28:34,2019-09-06 00:46:25,,109,ekonomiczna,CID00070
BRU-GDA,TGH391,2018-06-18 14:57:29,2018-06-18 16:20:14,2018-06-18 15:40:14,2018-06-18 14:24:29,,73,biznesowa,CID00022
LON-GDA,KZG738,2018-11-19 08:48:22,2018-11-19 10:36:40,2018-11-19 08:23:40,2018-11-19 06:47:22,,161,ekonomiczna,CID00004
POZ-GDA,HGV108,2018-02-25 03:35:10,2018-02-25 03:58:32,2018-02-25 02:55:32,2018-02-25 02:36:10,,99,biznesowa,CID00025
GDA-LON,DCQ505,2020-10-21 03:57:57,2020-10-21 05:39:23,2020-10-21 04:35:23,2020-10-21 03:05:57,,92,zwykła,CID00084
LUB-GDA,TLU612,2020-07-15 09:45:27,2020-07-15 11:07:52,2020-07-15 09:48:52,2020-07-15 08:35:27,,110,ekonomiczna,CID00048
GDA-LON,IWY259,2020-02-11 02:35:39,2020-02-11 04:11:05,2020-02-11 04:03:05,2020-02-11 02:33:39,,42,zwykła,CID00061
POZ-GDA,TOW837,2019-10-05 05:42:06,2019-10-05 06:06:28,2019-10-05 03:58:28,2019-10-05 03:39:06,,163,ekonomiczna,CID00083
GDA-LON,VXL974,2020-10-30 03:37:18,2020-10-30 05:13:44,2020-10-30 04:15:44,2020-10-30 02:46:18,,91,zwykła,CID00003
GDA-LUB,HSA145,2020-02-25 08:56:28,2020-02-25 10:13:47,2020-02-25 09:29:47,2020-02-25 08:17:28,,79,ekonomiczna,CID00046
GDA-LON,VGS147,2018-09-06 03:41:09,2018-09-06 05:16:35,2018-09-06 04:54:35,2018-09-06 03:25:09,,56,biznesowa,CID00007
RZY-GDA,WPH429,2019-12-17 20:55:53,2019-12-17 22:40:02,2019-12-17 19:52:02,2019-12-17 18:09:53,WPH429-LXU103-WGB,206,biznesowa,CID00041
BRU-GDA,SWP380,2020-04-12 06:04:02,2020-04-12 07:28:47,2020-04-12 05:50:47,2020-04-12 04:35:02,,129,biznesowa,CID00062
LUB-GDA,PFR606,2018-04-02 05:42:26,2018-04-02 06:55:51,2018-04-02 04:36:51,2018-04-02 03:23:26,,179,zwykła,CID00093
GDA-LON,RHA145,2018-11-23 18:54:55,2018-11-23 20:31:21,2018-11-23 20:24:21,2018-11-23 18:54:55,RHA145-LXU103-XMH,30,biznesowa,CID00014
LON-GDA,OHP962,2018-11-15 07:58:29,2018-11-15 09:46:47,2018-11-15 08:10:47,2018-11-15 06:34:29,,124,ekonomiczna,CID00099
GDA-LUB,OKU263,2019-10-19 09:57:35,2019-10-19 11:15:54,2019-10-19 08:57:54,2019-10-19 07:45:35,,172,ekonomiczna,CID00045
GDA-LUB,LXU103,2020-02-08 19:45:23,2020-02-08 21:04:42,2020-02-08 17:43:42,2020-02-08 16:31:23,,234,biznesowa,CID00027
LUB-GDA,ZIA282,2020-06-18 14:49:33,2020-06-18 16:07:58,2020-06-18 14:20:58,2020-06-18 13:07:33,,142,zwykła,CID00018
GDA-RZY,FWV523,2018-10-10 05:49:36,2018-10-10 07:35:27,2018-10-10 06:11:27,2018-10-10 04:27:36,,122,biznesowa,CID00058
GDA-RZY,DCQ505,2019-10-01 17:24:53,2019-10-01 19:11:44,2019-10-01 18:04:44,2019-10-01 16:20:53,,104,biznesowa,CID00008
BRU-GDA,XWP567,2019-06-01 23:38:03,2019-06-02 01:00:48,2019-06-01 22:38:48,2019-06-01 21:23:03,,175,zwykła,CID00047
GDA-LON,CSG301,2020-02-16 19:57:27,2020-02-16 21:33:53,2020-02-16 21:26:53,2020-02-16 19:57:27,,24,ekonomiczna,CID00021
POZ-GDA,VPC312,2018-02-04 04:43:12,2018-02-04 05:10:34,2018-02-04 04:35:34,2018-02-04 04:16:12,,67,zwykła,CID00026
LON-GDA,GRN416,2019-12-04 02:24:22,2019-12-04 04:14:40,2019-12-04 02:10:40,2019-12-04 00:34:22,,150,ekonomiczna,CID00066
GDA-RZY,HGN280,2019-03-27 15:31:26,2019-03-27 17:17:17,2019-03-27 16:03:17,2019-03-27 14:19:26,HGN280-MSU178-PVS,112,biznesowa,CID00009
GDA-LUB,DPO296,2018-05-11 18:40:38,2018-05-11 20:00:57,2018-05-11 18:56:57,2018-05-11 17:44:38,,96,ekonomiczna,CID00062
LON-GDA,CFN786,2019-11-12 11:51:14,2019-11-12 13:27:32,2019-11-12 11:00:32,2019-11-12 09:24:14,,187,zwykła,CID00045
LON-GDA,DAD546,2020-05-09 17:56:48,2020-05-09 19:42:06,2020-05-09 19:33:06,2020-05-09 17:56:48,,35,ekonomiczna,CID00095
GDA-BRU,OTX822,2018-02-18 05:45:14,2018-02-18 07:04:39,2018-02-18 05:57:39,2018-02-18 04:48:14,,97,biznesowa,CID00063
GDA-BRU,KYE127,2019-12-02 20:16:09,2019-12-02 21:39:34,2019-12-02 19:21:34,2019-12-02 18:12:09,,164,zwykła,CID00055
LON-GDA,AKT247,2018-12-19 07:04:10,2018-12-19 08:43:28,2018-12-19 04:42:28,2018-12-19 03:06:10,,278,ekonomiczna,CID00071
GDA-LON,RIC709,2018-09-08 15:03:18,2018-09-08 16:40:44,2018-09-08 14:48:44,2018-09-08 13:19:18,,144,ekonomiczna,CID00046
RZY-GDA,EWQ632,2018-02-20 02:26:54,2018-02-20 04:18:03,2018-02-20 03:04:03,2018-02-20 01:21:54,,105,biznesowa,CID00010
LON-GDA,HPI901,2018-08-03 23:04:12,2018-08-04 00:44:30,2018-08-04 00:33:30,2018-08-03 22:57:12,,47,zwykła,CID00094
GDA-LUB,RWL118,2018-07-11 16:07:11,2018-07-11 17:22:30,2018-07-11 17:16:30,2018-07-11 16:04:11,,43,biznesowa,CID00035
GDA-POZ,YDX649,2020-01-22 23:15:52,2020-01-22 23:38:34,2020-01-22 20:34:34,2020-01-22 20:16:52,,219,zwykła,CID00062
GDA-RZY,CZP500,2019-04-13 14:07:24,2019-04-13 16:00:15,2019-04-13 13:30:15,2019-04-13 11:46:24,,181,ekonomiczna,CID00004
GDA-BRU,UCY529,2020-05-21 09:44:33,2020-05-21 10:53:58,2020-05-21 10:34:58,2020-05-21 09:25:33,,59,zwykła,CID00059
LON-GDA,QER148,2019-06-06 22:31:23,2019-06-07 00:07:41,2019-06-06 20:01:41,2019-06-06 18:25:23,QER148-ADQ817-VOC,286,zwykła,CID00002
RZY-GDA,KMG893,2018-06-10 13:01:51,2018-06-10 14:45:00,2018-06-10 12:44:00,2018-06-10 11:01:51,,160,biznesowa,CID00034
POZ-GDA,TOW837,2019-05-11 17:18:24,2019-05-11 17:51:46,2019-05-11 15:00:46,2019-05-11 14:41:24,TOW837-CZP500-ZEZ,197,biznesowa,CID00008
LON-GDA,TEF351,2020-02-15 12:36:56,2020-02-15 14:18:14,2020-02-15 13:10:14,2020-02-15 11:33:56,,103,zwykła,CID00056
POZ-GDA,XWP567,2020-05-09 00:21:02,2020-05-09 00:47:24,2020-05-08 21:57:24,2020-05-08 21:38:02,,203,ekonomiczna,CID00050
BRU-GDA,UCC555,2019-02-09 04:35:39,2019-02-09 05:54:24,2019-02-09 04:26:24,2019-02-09 03:10:39,,125,biznesowa,CID00070
POZ-GDA,UFJ965,2020-08-01 12:54:43,2020-08-01 13:28:05,2020-08-01 09:57:05,2020-08-01 09:37:43,,237,biznesowa,CID00048
BRU-GDA,UTH218,2020-10-06 17:25:01,2020-10-06 18:53:46,2020-10-06 14:58:46,2020-10-06 13:43:01,,262,biznesowa,CID00030
RZY-GDA,BXN397,2018-09-30 14:48:12,2018-09-30 16:36:21,2018-09-30 14:18:21,2018-09-30 12:36:12,,172,biznesowa,CID00025
LON-GDA,HGN280,2019-12-14 10:36:23,2019-12-14 12:15:41,2019-12-14 08:33:41,2019-12-14 06:57:23,,259,biznesowa,CID00086
GDA-RZY,OTX822,2018-12-10 08:14:30,2018-12-10 10:09:21,2018-12-10 09:12:21,2018-12-10 07:28:30,,86,ekonomiczna,CID00059
GDA-RZY,PIG739,2018-07-21 06:27:17,2018-07-21 08:25:08,2018-07-21 07:04:08,2018-07-21 05:20:17,,107,ekonomiczna,CID00097
BRU-GDA,VXL974,2019-07-04 04:52:43,2019-07-04 06:18:28,2019-07-04 01:54:28,2019-07-04 00:38:43,,294,zwykła,CID00080
GDA-RZY,EKK256,2020-07-11 12:43:19,2020-07-11 14:27:10,2020-07-11 11:06:10,2020-07-11 09:22:19,,241,biznesowa,CID00053
GDA-BRU,KZG738,2019-02-01 13:54:44,2019-02-01 15:04:09,2019-02-01 11:36:09,2019-02-01 10:26:44,,248,zwykła,CID00024
LON-GDA,TLU612,2020-10-19 05:36:07,2020-10-19 07:13:25,2020-10-19 06:11:25,2020-10-19 04:35:07,,101,zwykła,CID00083
LON-GDA,UTH218,2020-10-04 23:15:54,2020-10-05 01:00:12,2020-10-05 00:34:12,2020-10-04 22:57:54,,58,ekonomiczna,CID00074
GDA-POZ,EWQ632,2019-03-23 10:24:24,2019-03-23 10:43:06,2019-03-23 08:40:06,2019-03-23 08:22:24,EWQ632-KMG893-SHV,162,zwykła,CID00088
LON-GDA,KMG893,2020-09-18 02:11:16,2020-09-18 03:51:34,2020-09-18 00:28:34,2020-09-17 22:52:16,,239,biznesowa,CID00067
POZ-GDA,ATU836,2020-02-29 16:21:54,2020-02-29 16:46:16,2020-02-29 12:53:16,2020-02-29 12:33:54,,268,zwykła,CID00009
LON-GDA,CKG238,2019-01-30 16:26:04,2019-01-30 18:13:22,2019-01-30 15:15:22,2019-01-30 13:39:04,,207,ekonomiczna,CID00088
BRU-GDA,NFZ806,2019-09-25 13:02:49,2019-09-25 14:22:34,2019-09-25 10:39:34,2019-09-25 09:23:49,,259,biznesowa,CID00048
GDA-POZ,WNJ711,2018-11-21 15:10:12,2018-11-21 15:38:54,2018-11-21 12:29:54,2018-11-21 12:12:12,,218,zwykła,CID00012
LON-GDA,GRN416,2018-11-03 11:45:08,2018-11-03 13:24:26,2018-11-03 12:58:26,2018-11-03 11:22:08,GRN416-LXU103-DLQ,63,ekonomiczna,CID00064
GDA-RZY,HPS385,2019-12-14 07:02:11,2019-12-14 08:59:02,2019-12-14 08:46:02,2019-12-14 07:02:11,,40,zwykła,CID00022
